Order date,Company,Product,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Quantity,Price ,TAX amt,Total amount,price_range
02/08/2023,HP,Elitebook 840,Notebook,14,4,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,86099,12054,98153,premium
01/10/2023,HP,EliteBook 840,Notebook,14,8,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,1,68662,9613,78275,premium
13/10/2023,HP,EliteBook 840,Ultrabook,14,4,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.7,Core i5 7500U,256,0,SSD,No,Intel,HD Graphics 620,1,58590,8203,66793,premium
10/12/2023,HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,1,113119,15837,128956,premium
20/02/2024,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,Standard,2560,1440,Yes,No,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Intel,HD Graphics 520,1,110520,15473,125993,premium
25/02/2024,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,Standard,2560,1440,Yes,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,1,97416,13638,111054,premium
18/03/2024,HP,Elitebook 840,Notebook,14,8,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,1,69962,9795,79757,premium
22/03/2024,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,Full HD,1920,1080,Yes,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,1,88210,12349,100559,premium
29/05/2024,HP,EliteBook 840,Notebook,14,8,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Intel,HD Graphics 620,1,94708,13259,107967,premium
23/07/2023,HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,1,59727,8362,68089,premium
02/08/2023,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,1,38934,5451,44385,mid
14/08/2023,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,1,36551,5117,41668,mid
20/08/2023,HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,1,59024,8263,67287,premium
26/09/2023,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,1,40829,5716,46545,high
26/11/2023,HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,512,0,SSD,No,Intel,UHD Graphics 620,1,51930,7270,59200,high
02/12/2023,HP,Probook 430,Notebook,13.3,16,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,1,64818,9075,73893,premium
29/01/2024,HP,Probook 430,Notebook,13.3,4,Windows 10,1.49,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,1,43320,6065,49385,high
24/02/2024,HP,Probook 430,Notebook,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,51984,7278,59262,high
06/06/2024,HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620,1,39313,5504,44817,mid
07/07/2023,Dell,Latitude E5270,Ultrabook,12.5,8,Windows 7,1.5,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,1,76519,10713,87232,premium
10/07/2023,Toshiba,Portege A30-C-1CZ,Notebook,13.3,8,Windows 10,1.5,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,1,65522,9173,74695,premium
17/07/2023,Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,1,61468,8606,70074,premium
22/09/2023,Lenovo,IdeaPad 510s-14IKB,Notebook,14,8,No OS,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,AMD,Radeon R7 M460,1,43266,6057,49323,high
10/09/2023,Lenovo,IdeaPad 100S-14IBR,Notebook,14,2,Windows 10,1.5,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3050,64,0,Flash Storage,No,Intel,HD Graphics,1,12400,1736,14136,low
09/10/2023,Acer,Swift 3,Notebook,14,8,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,1,33519,4693,38212,mid
12/12/2023,Lenovo,IdeaPad 720S-14IKB,Notebook,14,8,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,1,59511,8332,67843,premium
06/01/2024,Toshiba,Satellite Pro,Notebook,13.3,8,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,52688,7376,60064,high
26/01/2024,Asus,VivoBook Flip,2 in 1 Convertible,11.6,4,Windows 10,1.5,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1,20306,2843,23149,mid
05/02/2024,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6,Windows 10,1.5,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,1,34602,4844,39446,mid
18/04/2024,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14,4,Windows 10,1.5,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1,15054,2108,17162,low
21/11/2023,Asus,VivoBook E403NA,Notebook,14,4,Windows 10,1.5,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1,15487,2168,17655,low
23/03/2024,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,1,29728,4162,33890,mid
23/03/2024,Asus,VivoBook S15,Ultrabook,15.6,16,Windows 10,1.5,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,1024,SSD,HDD,Nvidia,GeForce MX150,1,68337,9567,77904,premium
25/03/2024,Dell,Latitude E7470,Ultrabook,14,8,Windows 10,1.5,Standard,2560,1440,Yes,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,1,106295,14881,121176,premium
31/03/2024,Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,1,63191,8847,72038,premium
14/05/2024,Asus,VivoBook E403NA,Notebook,14,4,Windows 10,1.5,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1,16137,2259,18396,low
25/04/2024,Acer,Spin 5,2 in 1 Convertible,13.3,8,Windows 10,1.5,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,1,45865,6421,52286,high
15/05/2024,Lenovo,N42-20 Chromebook,Notebook,14,4,Chrome OS,1.5,Standard,1366,768,No,No,No,Intel,1.6,Celeron Quad Core N3160,16,0,Flash Storage,No,Intel,HD Graphics 400,1,17599,2464,20063,mid
11/07/2023,HP,EliteBook 840,Notebook,14,4,Windows 7,1.54,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,1,59564,8339,67903,premium
12/09/2023,HP,EliteBook 840,Ultrabook,14,8,Windows 7,1.54,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,1,101261,14177,115438,premium
08/11/2023,HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.54,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,1,79492,11129,90621,premium
03/12/2023,HP,EliteBook 840,Notebook,14,4,Windows 7,1.54,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,1,55828,7816,63644,high
21/02/2024,HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.54,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,1,102192,14307,116499,premium
12/03/2024,HP,EliteBook 840,Ultrabook,14,8,Windows 7,1.54,Standard,2560,1440,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,1,119032,16664,135696,premium
14/03/2024,HP,EliteBook 840,Notebook,14,4,Windows 10,1.54,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,1,54150,7581,61731,high
28/04/2024,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,6,Windows 10,1.54,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 920M,1,44999,6300,51299,high
28/04/2024,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.55,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,1,35685,4996,40681,mid
19/09/2023,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14,8,Windows 10,1.56,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,48843,6838,55681,high
11/03/2024,Dell,Latitude E7470,Notebook,14,8,Windows 10,1.56,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,1,66550,9317,75867,premium
03/06/2024,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,Windows 10,1.56,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,1,56803,7952,64755,high
28/03/2024,HP,Pavilion 14-BK001nv,Notebook,14,6,Windows 10,1.58,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,1,35685,4996,40681,mid
10/05/2024,HP,Pavilion X360,2 in 1 Convertible,13.3,8,Windows 10,1.58,Standard,1366,768,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,45302,6342,51644,high
11/06/2024,Lenovo,Thinkpad T470,Notebook,14,8,Windows 10,1.58,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,1,80142,11220,91362,premium
19/11/2023,Lenovo,Yoga 11e,Netbook,11.6,4,Windows 10,1.59,Standard,1366,768,No,Yes,No,Intel,1.1,Celeron Quad Core N3450,128,0,SSD,No,Intel,HD Graphics 500,1,29945,4192,34137,mid
18/07/2023,Acer,Aspire R7,2 in 1 Convertible,13.3,8,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,1,42725,5982,48707,high
03/09/2023,Dell,Latitude 5480,Notebook,14,8,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Intel,HD Graphics 620,1,65251,9135,74386,premium
05/09/2023,Acer,Swift 3,Ultrabook,14,8,Windows 10,1.6,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,1,41696,5837,47533,high
11/09/2023,Dell,Vostro 5468,Notebook,14,4,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1,39847,5579,45426,high
20/09/2023,Acer,Swift 3,Ultrabook,14,8,Windows 10,1.6,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,1,47869,6702,54571,high
04/10/2023,Acer,Aspire R7,2 in 1 Convertible,13.3,8,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,1,37309,5223,42532,mid
14/11/2023,Acer,Swift SF114-31-P5HY,Notebook,14,4,Windows 10,1.6,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,128,0,Flash Storage,No,Intel,HD Graphics 405,1,18898,2646,21544,mid
19/11/2023,Dell,Latitude 5480,Notebook,14,4,Windows 10,1.6,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,1,47381,6633,54014,high
26/11/2023,Dell,Vostro 5468,Notebook,14,8,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,46515,6512,53027,high
03/02/2024,Dell,Latitude 5480,Notebook,14,8,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620 ,1,60594,8483,69077,premium
18/02/2024,MSI,GS43VR 7RE,Gaming,14,16,Windows 10,1.6,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,1,102398,14336,116734,premium
08/03/2024,Acer,Aspire 1,Notebook,14,4,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Quad Core N3450,32,0,Flash Storage,No,Intel,HD Graphics 500,1,17815,2494,20309,mid
10/03/2024,Dell,Inspiron 7378,2 in 1 Convertible,13.3,8,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,64926,9090,74016,premium
13/03/2024,Dell,Latitude 5490,Ultrabook,14,8,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,1,62218,8711,70929,premium
25/03/2024,Dell,Inspiron 7378,2 in 1 Convertible,13.3,12,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,1,70341,9848,80189,premium
09/04/2024,Dell,Latitude 7280,Ultrabook,12.5,8,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,1,91514,12812,104326,premium
21/04/2024,Dell,Latitude 5480,Notebook,14,8,Windows 10,1.6,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,61011,8542,69553,premium
01/05/2024,Acer,TravelMate P238-M,Notebook,13.3,4,Windows 10,1.6,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,1,35468,4966,40434,mid
12/05/2024,Acer,Spin 5,2 in 1 Convertible,13.3,8,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,1,54096,7573,61669,high
28/05/2024,Dell,Latitude 5480,Ultrabook,14,8,Linux,1.6,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,1,59511,8332,67843,premium
06/09/2023,Dell,Inspiron 5368,Notebook,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520,1,35143,4920,40063,mid
27/09/2023,Dell,Inspiron 5368,2 in 1 Convertible,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,1,43212,6050,49262,high
14/10/2023,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,1,47057,6588,53645,high
05/11/2023,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,1,45432,6360,51792,high
19/03/2024,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,1,44349,6209,50558,high
09/04/2024,Dell,Inspiron 5379,2 in 1 Convertible,13.3,16,Windows 10,1.62,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,1,69258,9696,78954,premium
12/07/2023,Dell,Latitude 3180,Netbook,11.6,4,Windows 10,1.63,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505,1,40288,5640,45928,high
30/08/2023,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Nvidia,GeForce 940MX,1,79492,11129,90621,premium
18/09/2023,HP,Probook 440,Notebook,14,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,1,58699,8218,66917,premium
27/09/2023,HP,ProBook 440,Notebook,14,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,HD Graphics 620,1,46569,6520,53089,high
09/12/2023,HP,Probook 440,Notebook,14,4,Windows 10,1.63,Standard,1366,768,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,1,39096,5473,44569,mid
15/12/2023,HP,Probook 440,Notebook,14,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX,1,55829,7816,63645,high
14/01/2024,HP,Probook 440,Notebook,14,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,1,43970,6156,50126,high
04/04/2024,HP,ProBook 440,Notebook,15.6,4,Windows 10,1.63,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1,37309,5223,42532,mid
06/01/2024,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14,4,Windows 10,1.63,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1,16191,2267,18458,low
24/04/2024,HP,Pavilion X360,2 in 1 Convertible,14,4,Windows 10,1.63,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Nvidia,GeForce 940MX,1,37851,5299,43150,mid
27/04/2024,HP,Probook 440,Notebook,14,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,1,53500,7490,60990,high
23/08/2023,Dell,Latitude 5480,Notebook,14,8,Linux,1.64,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,1,58969,8256,67225,premium
18/09/2023,HP,ProBook 440,Notebook,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,1,56817,7954,64771,high
27/09/2023,Dell,Latitude 5480,Notebook,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,1,63843,8938,72781,premium
22/10/2023,HP,ProBook 440,Notebook,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,54719,7661,62380,high
12/02/2024,HP,Probook 440,Notebook,14,4,Windows 10,1.64,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,1,42183,5906,48089,high
11/03/2024,HP,ProBook 440,Notebook,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,1,64191,8987,73178,premium
16/04/2024,Dell,Latitude 5480,Notebook,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,1,69297,9702,78999,premium
27/04/2024,HP,Probook 440,Notebook,14,4,Windows 10,1.64,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,1,37039,5185,42224,mid
10/06/2024,HP,ProBook 440,Notebook,14,4,Windows 10,1.64,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,52688,7376,60064,high
16/07/2023,Dell,Latitude 3380,Notebook,13.3,4,Windows 10,1.65,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,1,45973,6436,52409,high
21/07/2023,Asus,VivoBook L402NA,Notebook,14.1,4,Windows 10,1.65,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,1,18844,2638,21482,mid
15/09/2023,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14,2,Windows 10,1.65,Standard,1366,768,No,No,No,AMD,1.5,E-Series E2-6110,32,0,Flash Storage,No,AMD,Radeon R2,1,10776,1509,12285,low
11/09/2023,Dell,Latitude 3380,Notebook,13.3,4,Windows 10,1.65,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1,37309,5223,42532,mid
05/11/2023,Lenovo,ThinkPad T470,Notebook,14,8,Windows 10,1.65,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,72832,10196,83028,premium
30/11/2023,Lenovo,ThinkPad T470,Notebook,14,8,Windows 7,1.65,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,1,79330,11106,90436,premium
08/03/2024,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14,4,Windows 10 S,1.65,Standard,1366,768,No,No,No,AMD,1.5,E-Series 6110,64,0,SSD,No,AMD,Radeon R2,1,15053,2107,17160,low
13/07/2023,Acer,Chromebook 14,Notebook,14,2,Chrome OS,1.68,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,1,17870,2502,20372,mid
14/07/2023,Acer,Chromebook 14,Notebook,14,4,Chrome OS,1.68,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,1,18898,2646,21544,mid
16/10/2023,Dell,Inspiron 5378,2 in 1 Convertible,13.3,8,Windows 10,1.68,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,48139,6739,54878,high
02/01/2024,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,1.68,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5 M420,1,25396,3555,28951,mid
28/07/2023,Lenovo,Flex 5,2 in 1 Convertible,14,8,Windows 10,1.7,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,54096,7573,61669,high
08/10/2023,Lenovo,IdeaPad 320s-14IKB,Notebook,14,4,Windows 10,1.7,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620,1,32436,4541,36977,mid
13/10/2023,Asus,VivoBook S15,Ultrabook,15.6,8,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,1,52905,7407,60312,high
15/10/2023,Dell,Vostro 5471,Ultrabook,14,8,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,1,47598,6664,54262,high
24/11/2023,Lenovo,Thinkpad T470,Notebook,14,8,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,180,0,SSD,No,Intel,HD Graphics 620,1,73861,10341,84202,premium
03/12/2023,Lenovo,IdeaPad 520S-14IKB,Notebook,14,8,No OS,1.7,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i3 7130U,256,0,SSD,No,Intel,HD Graphics 620,1,32436,4541,36977,mid
09/12/2023,Asus,VivoBook S15,Notebook,15.6,8,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 940MX,1,60540,8476,69016,premium
12/12/2023,Lenovo,ThinkPad T460,Notebook,14,4,Windows 7,1.7,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,508,0,Hybrid,No,Intel,HD Graphics 520,1,54258,7596,61854,high
15/12/2023,MSI,GS40 Phantom,Gaming,14,16,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M,1,95791,13411,109202,premium
07/02/2024,Lenovo,ThinkPad T470s,Ultrabook,14,16,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,1,124491,17429,141920,premium
